company_name,official_url,recruit_page,medical_keywords,medical_keyword_count,medical_domains,medical_domain_scores,total_medical_score
PTOT人材バンク,https://www.ptotjinzaibank.com/,https://www.jinzaibank.com/employ/inquiry?site_info=rjb&action=webtop_header,"医療,臨床,看護,介護,診断,検査",6,介護・福祉,{'介護・福祉': 1},90
医療ワーカー,https://iryouworker.com/,https://iryouworker.com/search/,"医療,看護,介護,診断",4,介護・福祉,{'介護・福祉': 1},72
メディカルバンク,https://www.medicalbank.co.jp/,,,1,,{},18
ドクターズジョブ,https://www.doctor-sjob.com/,,,0,,{},12
ドクターキャスト,https://www.doctorcast.jp/,https://www.doctorcast.jp/employer/input/,"医療,看護",2,,{},30
ドクタービジョン,https://www.doctor-vision.com/,https://www.doctor-vision.com/kyujin,医療,1,,{},24
ドクターズプライム,https://drsprime.com/,,,0,,{},12
医師転職ドットコム,https://www.dr-10.com/,,,0,,{},12
民間医局,https://www.doctor-agent.com/,https://www.doctor-agent.com/houjin,"医療,介護",2,介護・福祉,{'介護・福祉': 1},36
DtoDコンシェルジュ,https://www.dtod.ne.jp/,https://www.dtod.ne.jp/job/,"医療,患者,検査",3,,{},36
医師求人ガイド,https://www.ishikyujinguide.com/,,,0,,{},12
医師転職ナビ,https://www.ishitenshoku-navi.com/,,,0,,{},12
医師ジョブ,https://www.ishijob.com/,,,0,,{},12
医師キャリアネット,https://www.ishicareer.net/,,,0,,{},12
医師ステーション,https://www.ishistation.com/,,,0,,{},12
医師キャリアプラス,https://www.ishicareerplus.com/,,,0,,{},12
医師キャリアサポート,https://www.ishicareersupport.com/,,,0,,{},12
医師キャリアリンク,https://www.ishicareerlink.com/,,,0,,{},12
医師キャリアラボ,https://www.ishicareerlab.com/,,,0,,{},12
医師キャリアデザイン,https://www.ishicareerdesign.com/,,,0,,{},12
医師キャリアパートナーズ,https://www.ishicareerpartners.com/,,,0,,{},12
医師キャリアエージェント,https://www.ishicareeragent.com/,,,0,,{},12
医師キャリアマネジメント,https://www.ishicareermgmt.com/,,,0,,{},12
医師キャリアソリューション,https://www.ishicareersolution.com/,,,0,,{},12
医師キャリアプラットフォーム,https://www.ishicareerplatform.com/,,,0,,{},12
メディカルメディア,https://www.medicalmedia.co.jp/,,,1,,{},18
ケアネット,https://www.carenet.co.jp/,https://www.carenet.co.jp/recruit/,医療,1,,{},24
m3.com,https://www.m3.com/,https://www.m3.com/#section03,"医療,臨床,看護,診断,検査,医療情報",6,,{},81
日経メディカル,https://medical.nikkeibp.co.jp/,https://medical-career.nikkeihr.co.jp/?rid=47&utm_source=medical.nikkeibp.co.jp&utm_medium=referral&utm_campaign=localnavi,"医療,臨床,介護,医療機器,診断,検査,オンライン診療",7,"医療機器メーカー,介護・福祉","{'医療機器メーカー': 1, '介護・福祉': 1}",108
メディカルトリビューン,https://medical-tribune.co.jp/,,,1,,{},18
メディカルノート（メディア）,https://medicalnote.jp/,,,1,,{},18
QLife,https://www.qlife.jp/,,,0,,{},12
メディカルニュース,https://www.medicalnews.co.jp/,,,1,,{},18
メディカルオンライン,https://www.meteo-intergate.com/,,,1,,{},18
メディカルサーチ,https://www.medical-search.jp/,,,1,,{},18
メディカルプレス,https://www.medical-press.jp/,,,1,,{},18
メディカルジャーナル,https://www.medical-journal.jp/,,,1,,{},18
メディカルレビュー,https://www.medical-review.jp/,,,1,,{},18
メディカルレポート,https://www.medical-report.jp/,,,1,,{},18
メディカルデイリー,https://www.medical-daily.jp/,,,1,,{},18
メディカルタイムズ,https://www.medicaltimes.jp/,,,1,,{},18
メディカルニュースジャパン,https://www.medicalnewsjapan.jp/,,,1,,{},18
メディカルヘッドライン,https://www.medicalheadline.jp/,,,1,,{},18
メディカルアップデート,https://www.medicalupdate.jp/,,,1,,{},18
医学書院,https://www.igaku-shoin.co.jp/,https://www.igaku-shoin.co.jp/recruit,"医療,患者,臨床,看護,介護,医療機器,診断,検査",8,"医療機器メーカー,介護・福祉","{'医療機器メーカー': 1, '介護・福祉': 1}",117
南江堂,https://www.nankodo.co.jp/,https://www.nankodo.co.jp/pages/recruit.aspx,"医療,臨床,看護,検査",4,,{},63
金原出版,https://www.kanehara-shuppan.co.jp/,,,0,,{},12
中外医学社,https://www.chugaiigaku.jp/,,,0,,{},12
メジカルビュー社,https://www.medicalview.co.jp/,https://www.medicalview.co.jp/jobinfo/,"医療,臨床,看護,診断,検査",5,,{},72
羊土社,https://www.yodosha.co.jp/,https://www.yodosha.co.jp/recruit/index.html,"医療,患者,臨床,看護",4,,{},63
医学通信社,https://www.igakutsushinsha.co.jp/,,,0,,{},12
医歯薬出版,https://www.ishiyaku.co.jp/,https://www.ishiyaku.co.jp/b/tokuten/,"医療,患者,臨床,看護,介護,診断,検査",7,介護・福祉,{'介護・福祉': 1},99
照林社,https://www.shorinsha.co.jp/,,,0,,{},12
学研メディカル秀潤社,https://gakken-mesh.jp/,,,1,,{},18
メディカ出版,https://www.medica.co.jp/,https://www.medica.co.jp/recruit/,医療,1,,{},24
医療情報科学研究所,https://www.igaku-shoin.co.jp/,https://www.igaku-shoin.co.jp/recruit,"医療,患者,臨床,看護,介護,医療機器,診断,検査",8,"医療機器メーカー,介護・福祉","{'医療機器メーカー': 1, '介護・福祉': 1}",117
看護教育研究所,https://www.kango-kyouiku.jp/,,,0,,{},12
看護研修センター,https://www.kango-kenshu.jp/,,,0,,{},12
看護教育支援センター,https://www.kango-edu-support.jp/,,,0,,{},12
看護教育ソリューション,https://www.kango-edu-solutions.jp/,,,0,,{},12
看護教育プラットフォーム,https://www.kango-edu-platform.jp/,,,0,,{},12
看護教育ラボ,https://www.kango-edu-lab.jp/,,,0,,{},12
看護教育デザイン,https://www.kango-edu-design.jp/,,,0,,{},12
看護教育アカデミー,https://www.kango-edu-academy.jp/,,,0,,{},12
看護教育センター,https://www.kango-edu-center.jp/,,,0,,{},12
看護教育研究センター,https://www.kango-edu-research.jp/,,,0,,{},12
看護教育支援機構,https://www.kango-edu-support.org/,,,0,,{},12
看護教育協会,https://www.kango-edu-association.jp/,,,0,,{},12
看護教育財団,https://www.kango-edu-foundation.jp/,,,0,,{},12
看護教育振興会,https://www.kango-edu-promotion.jp/,,,0,,{},12
看護教育ネットワーク,https://www.kango-edu-network.jp/,,,0,,{},12
看護教育フォーラム,https://www.kango-edu-forum.jp/,,,0,,{},12
看護教育コンソーシアム,https://www.kango-edu-consortium.jp/,,,0,,{},12
看護教育イノベーション,https://www.kango-edu-innovation.jp/,,,0,,{},12
看護教育DXセンター,https://www.kango-edu-dx.jp/,,,0,,{},12
看護教育AIセンター,https://www.kango-edu-ai.jp/,,,0,,{},12
company_name,official_url,,,0,,{},12
明治（ヘルスケア）,https://www.meiji.co.jp/,,,1,,{},18
森永乳業（栄養・医療食品）,https://www.morinagamilk.co.jp/,https://www.morinagamilk.co.jp/mn-recruit/,,1,,{},18
大塚製薬（栄養・健康）,https://www.otsuka.co.jp/,https://www.otsuka.co.jp/recruit/,"医療,臨床",2,,{},30
味の素（アミノサイエンス）,https://www.ajinomoto.co.jp/,,,0,,{},12
江崎グリコ（健康科学）,https://www.glico.com/jp/,https://www.glico.com/jp/company/recruit/,,0,,{},12
カゴメ（健康事業）,https://www.kagome.co.jp/,https://www.kagome.co.jp/company/recruit/,,0,,{},12
サントリー（健康科学）,https://www.suntory.co.jp/,,,0,,{},12
キユーピー（栄養・健康）,https://www.kewpie.co.jp/,https://www.kewpie.com/,,0,,{},12
日清オイリオ（栄養）,https://www.nisshin-oillio.com/,https://www.nisshin-oillio.com/company/recruit/,介護,1,介護・福祉,{'介護・福祉': 1},30
雪印メグミルク（栄養）,https://www.meg-snow.com/,,,0,,{},12
ライオン（衛生・ヘルスケア）,https://www.lion.co.jp/,https://www.lion.co.jp/ja/recruit/,,1,,{},18
花王（ヘルスケア）,https://www.kao.com/jp/,,,1,,{},18
ユニ・チャーム（衛生用品）,https://www.unicharm.co.jp/,,,0,,{},12
白十字（医療衛生用品）,https://www.hakujuji.co.jp/,,,1,,{},18
ピジョン（ベビー・ヘルスケア）,https://www.pigeon.co.jp/,https://www.pigeon.co.jp/recruit/,医療,1,,{},24
大王製紙（エリエール）,https://www.daio-paper.co.jp/,https://www.daio-paper.co.jp/recruit/,,0,,{},12
王子ネピア,https://www.nepia.co.jp/,,,0,,{},12
ニチバン（医療・衛生）,https://www.nichiban.co.jp/,,,1,,{},18
オカモト（衛生用品）,https://www.okamoto-inc.jp/,https://www.okamoto-inc.jp/recruit/,,0,,{},12
川本産業（医療衛生）,https://www.kawamoto-sangyo.co.jp/,https://www.kawamoto-sangyo.co.jp/recruit/,"医療,介護",2,介護・福祉,{'介護・福祉': 1},36
大幸薬品（感染対策）,https://www.seirogan.co.jp/,https://q-mate.jp/seirogan/index.html,医療,1,,{},24
小林製薬（衛生・健康）,https://www.kobayashi.co.jp/,,,0,,{},12
久光製薬（貼付剤・衛生）,https://www.hisamitsu.co.jp/,https://www.hisamitsu.co.jp/recruit/,,0,,{},12
龍角散（のど薬）,https://www.ryukakusan.co.jp/,https://www.ryukakusan.co.jp/recruit/,"介護,検査",2,介護・福祉,{'介護・福祉': 1},36
救心製薬,https://www.kyushin.co.jp/,,,0,,{},12
大木製薬,https://www.okiseiyaku.co.jp/,,,0,,{},12
阿蘇製薬,https://www.aso-pharma.co.jp/,,,0,,{},12
